"nombre_sensor,""zona"",""valor"",""latitud"",""longitud"""
"ESP32_Ultra_01,""Universidad"",""6897"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""574"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""7421"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""2607"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""7806"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""2948"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""5778"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""5732"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""6654"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""3973"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""4371"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""2701"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""1045"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""5284"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""669"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""677"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""4292"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""735"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""7118"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""8017"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""6355"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""7311"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""2735"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""6544"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""812"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""7129"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""577"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""736"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""7213"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""6132"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""6912"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""4036"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""6456"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""3309"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""965"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""1661"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""263"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""7312"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""6468"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""1365"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""3712"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""4187"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""4522"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""6782"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""235"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""4258"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""7741"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""2344"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""7765"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""59"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""6149"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""1371"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""1307"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""4775"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""796"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""3418"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""6284"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""1736"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""1804"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""7915"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""744"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""2881"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""6445"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""5774"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""5253"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""3287"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""3419"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""6391"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""2356"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""3644"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""2262"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""4864"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""1448"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""4151"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""3897"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""1852"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""3645"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""1217"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""155"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""1658"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""4536"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""5008"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""5906"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""2794"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""218"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""5159"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""4867"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""3441"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""3019"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""6648"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""5258"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""365"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""2152"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""1485"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""7554"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""209"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""5398"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""1365"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""254"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""3478"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""6093"",""-163933333333333"",""-715288888888889"""
"ESP32_Ultra_01,""Universidad"",""4532"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""1529"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""6947"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""6165"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""5854"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""3564"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""512"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""2648"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""2519"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""4014"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""5545"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""5017"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""878"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""744"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""5294"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""1303"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""4172"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""2598"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""5601"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""3211"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""3692"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""2571"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""489"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""808"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""2482"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""3371"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""941"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""447"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""1844"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""3864"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""5966"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""7121"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""691"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""5979"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""7999"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""6642"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""6031"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""278"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""2723"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""1697"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""7555"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""7937"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""675"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""122"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""6422"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""3052"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""2674"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""2995"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""561"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""2968"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""183"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""4604"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""562"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""1422"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""5447"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""4469"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""7284"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""2299"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""1678"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""3388"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""4764"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""3269"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""3886"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""4099"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""4149"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""5194"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""7707"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""216"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""7853"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""5307"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""3944"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""7915"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""3905"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""2734"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""835"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""321"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""1475"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""6641"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""314"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""4803"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""4278"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""189"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""497"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""1733"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""3957"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""6728"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""2329"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""545"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""7615"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""4465"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""3536"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""589"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""6794"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""764"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""409"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""5073"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""3768"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""281"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""4608"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""7149"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""5435"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""793"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""7156"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""310"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""3675"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""157"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""1147"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""5611"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""7643"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""1674"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""7862"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""63"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""5998"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""802"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""7024"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""7471"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""4558"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""1735"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""342"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""1847"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""4197"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""3712"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""7577"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""4791"",""-119972222222222"",""-770547222222222"""
"ESP32_Ultra_01,""Universidad"",""4186"",""-119972222222222"",""-770547222222222"""
